sample_id,question_id,main_question,spoken_wording,speaker_profile,requested_region_profile,voice_note,condition,expected_topic_hint,expected_answer,sample_rate_hz,channels,file
125,212,What are guardrails?,What are llm guardrails,kuwaiti_synthetic,kuwaiti,offline synthetic approximation; not an authentic human national accent,poor_call,"checks around the model, before and after, injection and pii, schema and faithfulness, human for actions, model is untrusted","Guardrails are the checks around the model, before and after it. Before: validate input, catch injection, strip personal data, limit scope. After: force the output shape, check claims against the source, block unsupported answers, require a human for actions. We do not trust the model to be right by itself.",16000,1,audio/Q212_kuwaiti_synthetic_poor_call.wav
126,212,What are guardrails?,What are llm guardrails,kuwaiti_synthetic,kuwaiti,offline synthetic approximation; not an authentic human national accent,combined,"checks around the model, before and after, injection and pii, schema and faithfulness, human for actions, model is untrusted","Guardrails are the checks around the model, before and after it. Before: validate input, catch injection, strip personal data, limit scope. After: force the output shape, check claims against the source, block unsupported answers, require a human for actions. We do not trust the model to be right by itself.",16000,1,audio/Q212_kuwaiti_synthetic_combined.wav
127,239,How do you prevent an agent from looping forever?,How do you prevent an agent from looping forever?,indian_synthetic,indian,offline synthetic approximation; not an authentic human national accent,clean,"looping forever, infinite tool loops, keeps calling the same tool, cap iterations, runaway agent, max steps","Hard caps in code, not in the prompt. Max steps, max tokens, max wall-clock time, max cost. If the same tool is called with the same arguments twice and nothing new happens, I break. After the cap I return failed or needs_human with the trace. 'Do not loop' in a prompt is not a control.",16000,1,audio/Q239_indian_synthetic_clean.wav
128,239,How do you prevent an agent from looping forever?,How do you prevent an agent from looping forever?,indian_synthetic,indian,offline synthetic approximation; not an authentic human national accent,fast,"looping forever, infinite tool loops, keeps calling the same tool, cap iterations, runaway agent, max steps","Hard caps in code, not in the prompt. Max steps, max tokens, max wall-clock time, max cost. If the same tool is called with the same arguments twice and nothing new happens, I break. After the cap I return failed or needs_human with the trace. 'Do not loop' in a prompt is not a control.",16000,1,audio/Q239_indian_synthetic_fast.wav
129,239,How do you prevent an agent from looping forever?,How do you prevent an agent from looping forever?,indian_synthetic,indian,offline synthetic approximation; not an authentic human national accent,office_noise,"looping forever, infinite tool loops, keeps calling the same tool, cap iterations, runaway agent, max steps","Hard caps in code, not in the prompt. Max steps, max tokens, max wall-clock time, max cost. If the same tool is called with the same arguments twice and nothing new happens, I break. After the cap I return failed or needs_human with the trace. 'Do not loop' in a prompt is not a control.",16000,1,audio/Q239_indian_synthetic_office_noise.wav
130,239,How do you prevent an agent from looping forever?,How do you prevent an agent from looping forever?,indian_synthetic,indian,offline synthetic approximation; not an authentic human national accent,far,"looping forever, infinite tool loops, keeps calling the same tool, cap iterations, runaway agent, max steps","Hard caps in code, not in the prompt. Max steps, max tokens, max wall-clock time, max cost. If the same tool is called with the same arguments twice and nothing new happens, I break. After the cap I return failed or needs_human with the trace. 'Do not loop' in a prompt is not a control.",16000,1,audio/Q239_indian_synthetic_far.wav
131,239,How do you prevent an agent from looping forever?,How do you prevent an agent from looping forever?,indian_synthetic,indian,offline synthetic approximation; not an authentic human national accent,poor_call,"looping forever, infinite tool loops, keeps calling the same tool, cap iterations, runaway agent, max steps","Hard caps in code, not in the prompt. Max steps, max tokens, max wall-clock time, max cost. If the same tool is called with the same arguments twice and nothing new happens, I break. After the cap I return failed or needs_human with the trace. 'Do not loop' in a prompt is not a control.",16000,1,audio/Q239_indian_synthetic_poor_call.wav
132,239,How do you prevent an agent from looping forever?,How do you prevent an agent from looping forever?,indian_synthetic,indian,offline synthetic approximation; not an authentic human national accent,combined,"looping forever, infinite tool loops, keeps calling the same tool, cap iterations, runaway agent, max steps","Hard caps in code, not in the prompt. Max steps, max tokens, max wall-clock time, max cost. If the same tool is called with the same arguments twice and nothing new happens, I break. After the cap I return failed or needs_human with the trace. 'Do not loop' in a prompt is not a control.",16000,1,audio/Q239_indian_synthetic_combined.wav
133,239,How do you prevent an agent from looping forever?,How do you prevent an agent from looping forever,jordanian_synthetic,jordanian,offline synthetic approximation; not an authentic human national accent,clean,"looping forever, infinite tool loops, keeps calling the same tool, cap iterations, runaway agent, max steps","Hard caps in code, not in the prompt. Max steps, max tokens, max wall-clock time, max cost. If the same tool is called with the same arguments twice and nothing new happens, I break. After the cap I return failed or needs_human with the trace. 'Do not loop' in a prompt is not a control.",16000,1,audio/Q239_jordanian_synthetic_clean.wav
134,239,How do you prevent an agent from looping forever?,How do you prevent an agent from looping forever,jordanian_synthetic,jordanian,offline synthetic approximation; not an authentic human national accent,fast,"looping forever, infinite tool loops, keeps calling the same tool, cap iterations, runaway agent, max steps","Hard caps in code, not in the prompt. Max steps, max tokens, max wall-clock time, max cost. If the same tool is called with the same arguments twice and nothing new happens, I break. After the cap I return failed or needs_human with the trace. 'Do not loop' in a prompt is not a control.",16000,1,audio/Q239_jordanian_synthetic_fast.wav
135,239,How do you prevent an agent from looping forever?,How do you prevent an agent from looping forever,jordanian_synthetic,jordanian,offline synthetic approximation; not an authentic human national accent,office_noise,"looping forever, infinite tool loops, keeps calling the same tool, cap iterations, runaway agent, max steps","Hard caps in code, not in the prompt. Max steps, max tokens, max wall-clock time, max cost. If the same tool is called with the same arguments twice and nothing new happens, I break. After the cap I return failed or needs_human with the trace. 'Do not loop' in a prompt is not a control.",16000,1,audio/Q239_jordanian_synthetic_office_noise.wav
136,239,How do you prevent an agent from looping forever?,How do you prevent an agent from looping forever,jordanian_synthetic,jordanian,offline synthetic approximation; not an authentic human national accent,far,"looping forever, infinite tool loops, keeps calling the same tool, cap iterations, runaway agent, max steps","Hard caps in code, not in the prompt. Max steps, max tokens, max wall-clock time, max cost. If the same tool is called with the same arguments twice and nothing new happens, I break. After the cap I return failed or needs_human with the trace. 'Do not loop' in a prompt is not a control.",16000,1,audio/Q239_jordanian_synthetic_far.wav
137,239,How do you prevent an agent from looping forever?,How do you prevent an agent from looping forever,jordanian_synthetic,jordanian,offline synthetic approximation; not an authentic human national accent,poor_call,"looping forever, infinite tool loops, keeps calling the same tool, cap iterations, runaway agent, max steps","Hard caps in code, not in the prompt. Max steps, max tokens, max wall-clock time, max cost. If the same tool is called with the same arguments twice and nothing new happens, I break. After the cap I return failed or needs_human with the trace. 'Do not loop' in a prompt is not a control.",16000,1,audio/Q239_jordanian_synthetic_poor_call.wav
138,239,How do you prevent an agent from looping forever?,How do you prevent an agent from looping forever,jordanian_synthetic,jordanian,offline synthetic approximation; not an authentic human national accent,combined,"looping forever, infinite tool loops, keeps calling the same tool, cap iterations, runaway agent, max steps","Hard caps in code, not in the prompt. Max steps, max tokens, max wall-clock time, max cost. If the same tool is called with the same arguments twice and nothing new happens, I break. After the cap I return failed or needs_human with the trace. 'Do not loop' in a prompt is not a control.",16000,1,audio/Q239_jordanian_synthetic_combined.wav
139,239,How do you prevent an agent from looping forever?,How do you stop infinite tool loops,kuwaiti_synthetic,kuwaiti,offline synthetic approximation; not an authentic human national accent,clean,"looping forever, infinite tool loops, keeps calling the same tool, cap iterations, runaway agent, max steps","Hard caps in code, not in the prompt. Max steps, max tokens, max wall-clock time, max cost. If the same tool is called with the same arguments twice and nothing new happens, I break. After the cap I return failed or needs_human with the trace. 'Do not loop' in a prompt is not a control.",16000,1,audio/Q239_kuwaiti_synthetic_clean.wav
140,239,How do you prevent an agent from looping forever?,How do you stop infinite tool loops,kuwaiti_synthetic,kuwaiti,offline synthetic approximation; not an authentic human national accent,fast,"looping forever, infinite tool loops, keeps calling the same tool, cap iterations, runaway agent, max steps","Hard caps in code, not in the prompt. Max steps, max tokens, max wall-clock time, max cost. If the same tool is called with the same arguments twice and nothing new happens, I break. After the cap I return failed or needs_human with the trace. 'Do not loop' in a prompt is not a control.",16000,1,audio/Q239_kuwaiti_synthetic_fast.wav
141,239,How do you prevent an agent from looping forever?,How do you stop infinite tool loops,kuwaiti_synthetic,kuwaiti,offline synthetic approximation; not an authentic human national accent,office_noise,"looping forever, infinite tool loops, keeps calling the same tool, cap iterations, runaway agent, max steps","Hard caps in code, not in the prompt. Max steps, max tokens, max wall-clock time, max cost. If the same tool is called with the same arguments twice and nothing new happens, I break. After the cap I return failed or needs_human with the trace. 'Do not loop' in a prompt is not a control.",16000,1,audio/Q239_kuwaiti_synthetic_office_noise.wav
142,239,How do you prevent an agent from looping forever?,How do you stop infinite tool loops,kuwaiti_synthetic,kuwaiti,offline synthetic approximation; not an authentic human national accent,far,"looping forever, infinite tool loops, keeps calling the same tool, cap iterations, runaway agent, max steps","Hard caps in code, not in the prompt. Max steps, max tokens, max wall-clock time, max cost. If the same tool is called with the same arguments twice and nothing new happens, I break. After the cap I return failed or needs_human with the trace. 'Do not loop' in a prompt is not a control.",16000,1,audio/Q239_kuwaiti_synthetic_far.wav
143,239,How do you prevent an agent from looping forever?,How do you stop infinite tool loops,kuwaiti_synthetic,kuwaiti,offline synthetic approximation; not an authentic human national accent,poor_call,"looping forever, infinite tool loops, keeps calling the same tool, cap iterations, runaway agent, max steps","Hard caps in code, not in the prompt. Max steps, max tokens, max wall-clock time, max cost. If the same tool is called with the same arguments twice and nothing new happens, I break. After the cap I return failed or needs_human with the trace. 'Do not loop' in a prompt is not a control.",16000,1,audio/Q239_kuwaiti_synthetic_poor_call.wav
144,239,How do you prevent an agent from looping forever?,How do you stop infinite tool loops,kuwaiti_synthetic,kuwaiti,offline synthetic approximation; not an authentic human national accent,combined,"looping forever, infinite tool loops, keeps calling the same tool, cap iterations, runaway agent, max steps","Hard caps in code, not in the prompt. Max steps, max tokens, max wall-clock time, max cost. If the same tool is called with the same arguments twice and nothing new happens, I break. After the cap I return failed or needs_human with the trace. 'Do not loop' in a prompt is not a control.",16000,1,audio/Q239_kuwaiti_synthetic_combined.wav
145,243,How would you debug a bad RAG answer step by step?,How would you debug a bad RAG answer step by step?,indian_synthetic,indian,offline synthetic approximation; not an authentic human national accent,clean,"debug a bad rag answer, wrong rag answer, trace the failure, this answer is nonsense, debug it live, where do you start","I debug one request, in order. Was the user allowed to search that corpus? Did we parse the file, or did OCR break a table? Does the right chunk even exist? Look at retrieved ids and scores. If the gold chunk is missing, I stop blaming the LLM. Then I print the prompt, context, and output, and I fix the first failing stage.",16000,1,audio/Q243_indian_synthetic_clean.wav
146,243,How would you debug a bad RAG answer step by step?,How would you debug a bad RAG answer step by step?,indian_synthetic,indian,offline synthetic approximation; not an authentic human national accent,fast,"debug a bad rag answer, wrong rag answer, trace the failure, this answer is nonsense, debug it live, where do you start","I debug one request, in order. Was the user allowed to search that corpus? Did we parse the file, or did OCR break a table? Does the right chunk even exist? Look at retrieved ids and scores. If the gold chunk is missing, I stop blaming the LLM. Then I print the prompt, context, and output, and I fix the first failing stage.",16000,1,audio/Q243_indian_synthetic_fast.wav
147,243,How would you debug a bad RAG answer step by step?,How would you debug a bad RAG answer step by step?,indian_synthetic,indian,offline synthetic approximation; not an authentic human national accent,office_noise,"debug a bad rag answer, wrong rag answer, trace the failure, this answer is nonsense, debug it live, where do you start","I debug one request, in order. Was the user allowed to search that corpus? Did we parse the file, or did OCR break a table? Does the right chunk even exist? Look at retrieved ids and scores. If the gold chunk is missing, I stop blaming the LLM. Then I print the prompt, context, and output, and I fix the first failing stage.",16000,1,audio/Q243_indian_synthetic_office_noise.wav
148,243,How would you debug a bad RAG answer step by step?,How would you debug a bad RAG answer step by step?,indian_synthetic,indian,offline synthetic approximation; not an authentic human national accent,far,"debug a bad rag answer, wrong rag answer, trace the failure, this answer is nonsense, debug it live, where do you start","I debug one request, in order. Was the user allowed to search that corpus? Did we parse the file, or did OCR break a table? Does the right chunk even exist? Look at retrieved ids and scores. If the gold chunk is missing, I stop blaming the LLM. Then I print the prompt, context, and output, and I fix the first failing stage.",16000,1,audio/Q243_indian_synthetic_far.wav
149,243,How would you debug a bad RAG answer step by step?,How would you debug a bad RAG answer step by step?,indian_synthetic,indian,offline synthetic approximation; not an authentic human national accent,poor_call,"debug a bad rag answer, wrong rag answer, trace the failure, this answer is nonsense, debug it live, where do you start","I debug one request, in order. Was the user allowed to search that corpus? Did we parse the file, or did OCR break a table? Does the right chunk even exist? Look at retrieved ids and scores. If the gold chunk is missing, I stop blaming the LLM. Then I print the prompt, context, and output, and I fix the first failing stage.",16000,1,audio/Q243_indian_synthetic_poor_call.wav
150,243,How would you debug a bad RAG answer step by step?,How would you debug a bad RAG answer step by step?,indian_synthetic,indian,offline synthetic approximation; not an authentic human national accent,combined,"debug a bad rag answer, wrong rag answer, trace the failure, this answer is nonsense, debug it live, where do you start","I debug one request, in order. Was the user allowed to search that corpus? Did we parse the file, or did OCR break a table? Does the right chunk even exist? Look at retrieved ids and scores. If the gold chunk is missing, I stop blaming the LLM. Then I print the prompt, context, and output, and I fix the first failing stage.",16000,1,audio/Q243_indian_synthetic_combined.wav
151,243,How would you debug a bad RAG answer step by step?,How would you debug a bad rag answer step by step,jordanian_synthetic,jordanian,offline synthetic approximation; not an authentic human national accent,clean,"debug a bad rag answer, wrong rag answer, trace the failure, this answer is nonsense, debug it live, where do you start","I debug one request, in order. Was the user allowed to search that corpus? Did we parse the file, or did OCR break a table? Does the right chunk even exist? Look at retrieved ids and scores. If the gold chunk is missing, I stop blaming the LLM. Then I print the prompt, context, and output, and I fix the first failing stage.",16000,1,audio/Q243_jordanian_synthetic_clean.wav
152,243,How would you debug a bad RAG answer step by step?,How would you debug a bad rag answer step by step,jordanian_synthetic,jordanian,offline synthetic approximation; not an authentic human national accent,fast,"debug a bad rag answer, wrong rag answer, trace the failure, this answer is nonsense, debug it live, where do you start","I debug one request, in order. Was the user allowed to search that corpus? Did we parse the file, or did OCR break a table? Does the right chunk even exist? Look at retrieved ids and scores. If the gold chunk is missing, I stop blaming the LLM. Then I print the prompt, context, and output, and I fix the first failing stage.",16000,1,audio/Q243_jordanian_synthetic_fast.wav
153,243,How would you debug a bad RAG answer step by step?,How would you debug a bad rag answer step by step,jordanian_synthetic,jordanian,offline synthetic approximation; not an authentic human national accent,office_noise,"debug a bad rag answer, wrong rag answer, trace the failure, this answer is nonsense, debug it live, where do you start","I debug one request, in order. Was the user allowed to search that corpus? Did we parse the file, or did OCR break a table? Does the right chunk even exist? Look at retrieved ids and scores. If the gold chunk is missing, I stop blaming the LLM. Then I print the prompt, context, and output, and I fix the first failing stage.",16000,1,audio/Q243_jordanian_synthetic_office_noise.wav
154,243,How would you debug a bad RAG answer step by step?,How would you debug a bad rag answer step by step,jordanian_synthetic,jordanian,offline synthetic approximation; not an authentic human national accent,far,"debug a bad rag answer, wrong rag answer, trace the failure, this answer is nonsense, debug it live, where do you start","I debug one request, in order. Was the user allowed to search that corpus? Did we parse the file, or did OCR break a table? Does the right chunk even exist? Look at retrieved ids and scores. If the gold chunk is missing, I stop blaming the LLM. Then I print the prompt, context, and output, and I fix the first failing stage.",16000,1,audio/Q243_jordanian_synthetic_far.wav
155,243,How would you debug a bad RAG answer step by step?,How would you debug a bad rag answer step by step,jordanian_synthetic,jordanian,offline synthetic approximation; not an authentic human national accent,poor_call,"debug a bad rag answer, wrong rag answer, trace the failure, this answer is nonsense, debug it live, where do you start","I debug one request, in order. Was the user allowed to search that corpus? Did we parse the file, or did OCR break a table? Does the right chunk even exist? Look at retrieved ids and scores. If the gold chunk is missing, I stop blaming the LLM. Then I print the prompt, context, and output, and I fix the first failing stage.",16000,1,audio/Q243_jordanian_synthetic_poor_call.wav
156,243,How would you debug a bad RAG answer step by step?,How would you debug a bad rag answer step by step,jordanian_synthetic,jordanian,offline synthetic approximation; not an authentic human national accent,combined,"debug a bad rag answer, wrong rag answer, trace the failure, this answer is nonsense, debug it live, where do you start","I debug one request, in order. Was the user allowed to search that corpus? Did we parse the file, or did OCR break a table? Does the right chunk even exist? Look at retrieved ids and scores. If the gold chunk is missing, I stop blaming the LLM. Then I print the prompt, context, and output, and I fix the first failing stage.",16000,1,audio/Q243_jordanian_synthetic_combined.wav
157,243,How would you debug a bad RAG answer step by step?,Walk me through debugging a wrong rag answer,kuwaiti_synthetic,kuwaiti,offline synthetic approximation; not an authentic human national accent,clean,"debug a bad rag answer, wrong rag answer, trace the failure, this answer is nonsense, debug it live, where do you start","I debug one request, in order. Was the user allowed to search that corpus? Did we parse the file, or did OCR break a table? Does the right chunk even exist? Look at retrieved ids and scores. If the gold chunk is missing, I stop blaming the LLM. Then I print the prompt, context, and output, and I fix the first failing stage.",16000,1,audio/Q243_kuwaiti_synthetic_clean.wav
158,243,How would you debug a bad RAG answer step by step?,Walk me through debugging a wrong rag answer,kuwaiti_synthetic,kuwaiti,offline synthetic approximation; not an authentic human national accent,fast,"debug a bad rag answer, wrong rag answer, trace the failure, this answer is nonsense, debug it live, where do you start","I debug one request, in order. Was the user allowed to search that corpus? Did we parse the file, or did OCR break a table? Does the right chunk even exist? Look at retrieved ids and scores. If the gold chunk is missing, I stop blaming the LLM. Then I print the prompt, context, and output, and I fix the first failing stage.",16000,1,audio/Q243_kuwaiti_synthetic_fast.wav
159,243,How would you debug a bad RAG answer step by step?,Walk me through debugging a wrong rag answer,kuwaiti_synthetic,kuwaiti,offline synthetic approximation; not an authentic human national accent,office_noise,"debug a bad rag answer, wrong rag answer, trace the failure, this answer is nonsense, debug it live, where do you start","I debug one request, in order. Was the user allowed to search that corpus? Did we parse the file, or did OCR break a table? Does the right chunk even exist? Look at retrieved ids and scores. If the gold chunk is missing, I stop blaming the LLM. Then I print the prompt, context, and output, and I fix the first failing stage.",16000,1,audio/Q243_kuwaiti_synthetic_office_noise.wav
160,243,How would you debug a bad RAG answer step by step?,Walk me through debugging a wrong rag answer,kuwaiti_synthetic,kuwaiti,offline synthetic approximation; not an authentic human national accent,far,"debug a bad rag answer, wrong rag answer, trace the failure, this answer is nonsense, debug it live, where do you start","I debug one request, in order. Was the user allowed to search that corpus? Did we parse the file, or did OCR break a table? Does the right chunk even exist? Look at retrieved ids and scores. If the gold chunk is missing, I stop blaming the LLM. Then I print the prompt, context, and output, and I fix the first failing stage.",16000,1,audio/Q243_kuwaiti_synthetic_far.wav
161,243,How would you debug a bad RAG answer step by step?,Walk me through debugging a wrong rag answer,kuwaiti_synthetic,kuwaiti,offline synthetic approximation; not an authentic human national accent,poor_call,"debug a bad rag answer, wrong rag answer, trace the failure, this answer is nonsense, debug it live, where do you start","I debug one request, in order. Was the user allowed to search that corpus? Did we parse the file, or did OCR break a table? Does the right chunk even exist? Look at retrieved ids and scores. If the gold chunk is missing, I stop blaming the LLM. Then I print the prompt, context, and output, and I fix the first failing stage.",16000,1,audio/Q243_kuwaiti_synthetic_poor_call.wav
162,243,How would you debug a bad RAG answer step by step?,Walk me through debugging a wrong rag answer,kuwaiti_synthetic,kuwaiti,offline synthetic approximation; not an authentic human national accent,combined,"debug a bad rag answer, wrong rag answer, trace the failure, this answer is nonsense, debug it live, where do you start","I debug one request, in order. Was the user allowed to search that corpus? Did we parse the file, or did OCR break a table? Does the right chunk even exist? Look at retrieved ids and scores. If the gold chunk is missing, I stop blaming the LLM. Then I print the prompt, context, and output, and I fix the first failing stage.",16000,1,audio/Q243_kuwaiti_synthetic_combined.wav
163,275,What should the system do when retrieval returns nothing useful?,What should the system do when retrieval returns nothing useful?,indian_synthetic,indian,offline synthetic approximation; not an authentic human national accent,clean,"empty retrieval, no chunks found, finds nothing, answer from memory, low similarity, nothing useful","Do not generate from model memory. Say we do not have that in the approved documents, offer to rephrase, or route to a human. One query rewrite is allowed. A second empty hit stops. This is how I keep BTEC questions from drifting off the unit file.",16000,1,audio/Q275_indian_synthetic_clean.wav
164,275,What should the system do when retrieval returns nothing useful?,What should the system do when retrieval returns nothing useful?,indian_synthetic,indian,offline synthetic approximation; not an authentic human national accent,fast,"empty retrieval, no chunks found, finds nothing, answer from memory, low similarity, nothing useful","Do not generate from model memory. Say we do not have that in the approved documents, offer to rephrase, or route to a human. One query rewrite is allowed. A second empty hit stops. This is how I keep BTEC questions from drifting off the unit file.",16000,1,audio/Q275_indian_synthetic_fast.wav
165,275,What should the system do when retrieval returns nothing useful?,What should the system do when retrieval returns nothing useful?,indian_synthetic,indian,offline synthetic approximation; not an authentic human national accent,office_noise,"empty retrieval, no chunks found, finds nothing, answer from memory, low similarity, nothing useful","Do not generate from model memory. Say we do not have that in the approved documents, offer to rephrase, or route to a human. One query rewrite is allowed. A second empty hit stops. This is how I keep BTEC questions from drifting off the unit file.",16000,1,audio/Q275_indian_synthetic_office_noise.wav
166,275,What should the system do when retrieval returns nothing useful?,What should the system do when retrieval returns nothing useful?,indian_synthetic,indian,offline synthetic approximation; not an authentic human national accent,far,"empty retrieval, no chunks found, finds nothing, answer from memory, low similarity, nothing useful","Do not generate from model memory. Say we do not have that in the approved documents, offer to rephrase, or route to a human. One query rewrite is allowed. A second empty hit stops. This is how I keep BTEC questions from drifting off the unit file.",16000,1,audio/Q275_indian_synthetic_far.wav
167,275,What should the system do when retrieval returns nothing useful?,What should the system do when retrieval returns nothing useful?,indian_synthetic,indian,offline synthetic approximation; not an authentic human national accent,poor_call,"empty retrieval, no chunks found, finds nothing, answer from memory, low similarity, nothing useful","Do not generate from model memory. Say we do not have that in the approved documents, offer to rephrase, or route to a human. One query rewrite is allowed. A second empty hit stops. This is how I keep BTEC questions from drifting off the unit file.",16000,1,audio/Q275_indian_synthetic_poor_call.wav
168,275,What should the system do when retrieval returns nothing useful?,What should the system do when retrieval returns nothing useful?,indian_synthetic,indian,offline synthetic approximation; not an authentic human national accent,combined,"empty retrieval, no chunks found, finds nothing, answer from memory, low similarity, nothing useful","Do not generate from model memory. Say we do not have that in the approved documents, offer to rephrase, or route to a human. One query rewrite is allowed. A second empty hit stops. This is how I keep BTEC questions from drifting off the unit file.",16000,1,audio/Q275_indian_synthetic_combined.wav
169,275,What should the system do when retrieval returns nothing useful?,Empty retrieval,jordanian_synthetic,jordanian,offline synthetic approximation; not an authentic human national accent,clean,"empty retrieval, no chunks found, finds nothing, answer from memory, low similarity, nothing useful","Do not generate from model memory. Say we do not have that in the approved documents, offer to rephrase, or route to a human. One query rewrite is allowed. A second empty hit stops. This is how I keep BTEC questions from drifting off the unit file.",16000,1,audio/Q275_jordanian_synthetic_clean.wav
170,275,What should the system do when retrieval returns nothing useful?,Empty retrieval,jordanian_synthetic,jordanian,offline synthetic approximation; not an authentic human national accent,fast,"empty retrieval, no chunks found, finds nothing, answer from memory, low similarity, nothing useful","Do not generate from model memory. Say we do not have that in the approved documents, offer to rephrase, or route to a human. One query rewrite is allowed. A second empty hit stops. This is how I keep BTEC questions from drifting off the unit file.",16000,1,audio/Q275_jordanian_synthetic_fast.wav
171,275,What should the system do when retrieval returns nothing useful?,Empty retrieval,jordanian_synthetic,jordanian,offline synthetic approximation; not an authentic human national accent,office_noise,"empty retrieval, no chunks found, finds nothing, answer from memory, low similarity, nothing useful","Do not generate from model memory. Say we do not have that in the approved documents, offer to rephrase, or route to a human. One query rewrite is allowed. A second empty hit stops. This is how I keep BTEC questions from drifting off the unit file.",16000,1,audio/Q275_jordanian_synthetic_office_noise.wav
172,275,What should the system do when retrieval returns nothing useful?,Empty retrieval,jordanian_synthetic,jordanian,offline synthetic approximation; not an authentic human national accent,far,"empty retrieval, no chunks found, finds nothing, answer from memory, low similarity, nothing useful","Do not generate from model memory. Say we do not have that in the approved documents, offer to rephrase, or route to a human. One query rewrite is allowed. A second empty hit stops. This is how I keep BTEC questions from drifting off the unit file.",16000,1,audio/Q275_jordanian_synthetic_far.wav
173,275,What should the system do when retrieval returns nothing useful?,Empty retrieval,jordanian_synthetic,jordanian,offline synthetic approximation; not an authentic human national accent,poor_call,"empty retrieval, no chunks found, finds nothing, answer from memory, low similarity, nothing useful","Do not generate from model memory. Say we do not have that in the approved documents, offer to rephrase, or route to a human. One query rewrite is allowed. A second empty hit stops. This is how I keep BTEC questions from drifting off the unit file.",16000,1,audio/Q275_jordanian_synthetic_poor_call.wav
174,275,What should the system do when retrieval returns nothing useful?,Empty retrieval,jordanian_synthetic,jordanian,offline synthetic approximation; not an authentic human national accent,combined,"empty retrieval, no chunks found, finds nothing, answer from memory, low similarity, nothing useful","Do not generate from model memory. Say we do not have that in the approved documents, offer to rephrase, or route to a human. One query rewrite is allowed. A second empty hit stops. This is how I keep BTEC questions from drifting off the unit file.",16000,1,audio/Q275_jordanian_synthetic_combined.wav
175,275,What should the system do when retrieval returns nothing useful?,No chunks found,kuwaiti_synthetic,kuwaiti,offline synthetic approximation; not an authentic human national accent,clean,"empty retrieval, no chunks found, finds nothing, answer from memory, low similarity, nothing useful","Do not generate from model memory. Say we do not have that in the approved documents, offer to rephrase, or route to a human. One query rewrite is allowed. A second empty hit stops. This is how I keep BTEC questions from drifting off the unit file.",16000,1,audio/Q275_kuwaiti_synthetic_clean.wav
176,275,What should the system do when retrieval returns nothing useful?,No chunks found,kuwaiti_synthetic,kuwaiti,offline synthetic approximation; not an authentic human national accent,fast,"empty retrieval, no chunks found, finds nothing, answer from memory, low similarity, nothing useful","Do not generate from model memory. Say we do not have that in the approved documents, offer to rephrase, or route to a human. One query rewrite is allowed. A second empty hit stops. This is how I keep BTEC questions from drifting off the unit file.",16000,1,audio/Q275_kuwaiti_synthetic_fast.wav
177,275,What should the system do when retrieval returns nothing useful?,No chunks found,kuwaiti_synthetic,kuwaiti,offline synthetic approximation; not an authentic human national accent,office_noise,"empty retrieval, no chunks found, finds nothing, answer from memory, low similarity, nothing useful","Do not generate from model memory. Say we do not have that in the approved documents, offer to rephrase, or route to a human. One query rewrite is allowed. A second empty hit stops. This is how I keep BTEC questions from drifting off the unit file.",16000,1,audio/Q275_kuwaiti_synthetic_office_noise.wav
178,275,What should the system do when retrieval returns nothing useful?,No chunks found,kuwaiti_synthetic,kuwaiti,offline synthetic approximation; not an authentic human national accent,far,"empty retrieval, no chunks found, finds nothing, answer from memory, low similarity, nothing useful","Do not generate from model memory. Say we do not have that in the approved documents, offer to rephrase, or route to a human. One query rewrite is allowed. A second empty hit stops. This is how I keep BTEC questions from drifting off the unit file.",16000,1,audio/Q275_kuwaiti_synthetic_far.wav
179,275,What should the system do when retrieval returns nothing useful?,No chunks found,kuwaiti_synthetic,kuwaiti,offline synthetic approximation; not an authentic human national accent,poor_call,"empty retrieval, no chunks found, finds nothing, answer from memory, low similarity, nothing useful","Do not generate from model memory. Say we do not have that in the approved documents, offer to rephrase, or route to a human. One query rewrite is allowed. A second empty hit stops. This is how I keep BTEC questions from drifting off the unit file.",16000,1,audio/Q275_kuwaiti_synthetic_poor_call.wav
180,275,What should the system do when retrieval returns nothing useful?,No chunks found,kuwaiti_synthetic,kuwaiti,offline synthetic approximation; not an authentic human national accent,combined,"empty retrieval, no chunks found, finds nothing, answer from memory, low similarity, nothing useful","Do not generate from model memory. Say we do not have that in the approved documents, offer to rephrase, or route to a human. One query rewrite is allowed. A second empty hit stops. This is how I keep BTEC questions from drifting off the unit file.",16000,1,audio/Q275_kuwaiti_synthetic_combined.wav
